1,4800
2,-390
3,-1390
4,-2310
5,-540
6,-1420
7,-2040
8,-1790
9,4710
10,-1600
11,-4120
12,7170
13,-1220
14,-1830
15,10
16,-410
17,-7760
18,-2050
19,-4750
20,-14550
21,-2530
22,-2410
23,-1290
24,-930
25,-1260
26,-1630
27,-1360
28,-770
29,-180
30,-1590
31,-8100
32,-3130
33,-2890
34,-880
35,-1360
36,-1310
37,-50
38,-2230
39,-2810
40,-2670
41,-2510
42,-2030
43,-1970
44,-700
45,-3220
46,-1500
47,-990
48,-920
49,-1870
50,-3780
51,-3010
52,-740
53,-1830
54,-3080
55,-3760
56,-3440
57,-1740
58,-1380
59,-2380
60,-1850
61,-1050
62,-2420
63,-2600
64,-490
65,-1120
66,-1970
67,-1020
68,-10090
69,-5240
70,-390
71,-360
72,-4890
73,-2220
74,-1310
75,-2100
76,-3280
77,-1970
78,-1390
79,-2420
80,-2450
81,-2890
82,-2720
83,-2450
84,-2330
85,-6340
86,-2100
87,-1920
88,-3270
89,-2900
90,-7490
91,-100
92,-2680
93,-480
94,-28810
95,-1800
96,-3150
97,-8880
98,-19870
99,-12730
100,-16070
101,-7030
102,-2610
103,-8520
104,-1500
105,-2460
106,-2360
107,-1230
108,-15830
109,-1280
110,-9160
111,-810
112,-820
113,-4050
114,-3880
115,-3330
116,-1650
117,-340
118,-1560
119,-660
120,-4230
121,-1450
122,-1780
123,-810
124,-8430
125,-600
126,-1140
127,-3450
128,-2930
129,-1600
130,-600
131,-26020
132,-4930
133,-2460
134,-1230
135,-2920
136,-16600
137,-1110
138,-13990
139,-28870
140,-4080
141,-28660
142,-1740
143,-22510
144,-1200
145,-790
146,-6790
147,-4350
148,-13830
149,-6970
150,-18380
151,-30020
152,-3630
153,-10950
154,-990
155,-37180
156,-22260
157,-40700
158,-23350
159,-13550
160,-41230
161,-3040
162,-3270
163,-14230
164,-3360
165,-36480
166,-1230
167,-19540
168,-14800
169,-13160
170,-10680
171,-18760
172,-1530
173,-330
174,-9460
175,-47040
176,-33460
177,-13900
178,-3930
179,-26160
180,-8080
181,-5010
182,-20080
183,-26520
184,-16030
185,-7270
186,-19540
187,-12010
188,-10650
189,-15590
190,-3880
191,-2400
192,-1770
193,-2460
194,-21560
195,-4500
196,-5310
197,-16110
198,-5290
199,-19960
200,-5280
201,-2710
202,-2760
203,-1380
204,-6670
205,-1110
206,-40890
207,-9810
208,-2100
209,-1990
210,-490
211,-15380
212,-3640
213,-2340
214,-630
215,-520
216,0
217,-1230
218,-13090
219,-4320
220,-2140
221,-5570
222,-5350
223,-6150
224,-4100
225,-3880
226,-1850
227,-3060
228,-7690
229,-3570
230,-220
231,-2860
232,-24580
233,-14690
234,-20990
235,-7350
236,-8430
237,-1350
238,450
239,-220
240,-170
241,-1800
242,-9310
243,-5160
244,-790
245,-780
246,-730
247,-390
248,-6250
249,-350
250,-750
251,-1710
252,-2250
253,-1020
254,-870
255,360
256,-1380
257,-530
258,-1510
259,-160
260,-1050
261,-1010
262,-1480
263,-1130
264,-1110
